GameID,Half,PlayerID,FrameID,Time,GameClock,Speed,AccelImpulse,AccelLoad,AccelX,AccelY,AccelZ,Longitude,Latitude
4,1,18,341,12/30/1899 10:06:42 AM,12/30/1899 12:00:34 AM,0,0,0.000676777,-0.0025,-1.05875,0.25875,-82.349561194,48.443036549
4,1,18,342,12/30/1899 10:06:42 AM,12/30/1899 12:00:34 AM,0,0,0.001143283,0.00625,-1.05875,0.255,-82.349561279,48.443036621
4,1,18,343,12/30/1899 10:06:43 AM,12/30/1899 12:00:34 AM,0,0,0.001228553,0.01,-1.06625,0.25625,-82.349561352,48.443036688
4,1,18,347,12/30/1899 10:06:43 AM,12/30/1899 12:00:34 AM,0,0,0.000801777,0.01,-1.055,0.27625,-82.349561563,48.443036933
4,1,18,346,12/30/1899 10:06:43 AM,12/30/1899 12:00:34 AM,0,0,0.000853553,0.01375,-1.0575,0.28125,-82.349561495,48.443036879
4,1,18,348,12/30/1899 10:06:43 AM,12/30/1899 12:00:34 AM,0,0,0.000945060,0.015,-1.0575,0.27625,-82.349561632,48.443037004
4,1,18,344,12/30/1899 10:06:43 AM,12/30/1899 12:00:34 AM,0,0,0.001184839,0.0175,-1.06625,0.265,-82.349561352,48.443036688
4,1,18,351,12/30/1899 10:06:43 AM,12/30/1899 12:00:35 AM,0,0,0.00075,0.01125,-1.06125,0.26375,-82.349561837,48.443037158
4,1,18,352,12/30/1899 10:06:43 AM,12/30/1899 12:00:35 AM,0,0,0.000926777,0.0125,-1.07,0.25625,-82.349561934,48.443037186
4,1,18,353,12/30/1899 10:06:44 AM,12/30/1899 12:00:35 AM,0,0,0.001548613,0.01125,-1.06625,0.2625,-82.349562034,48.443037229
4,1,18,358,12/30/1899 10:06:44 AM,12/30/1899 12:00:35 AM,0,0,0.001126246,0.01125,-1.05375,0.28,-82.349562329,48.443037302
4,1,18,356,12/30/1899 10:06:44 AM,12/30/1899 12:00:35 AM,0,0,0.000801777,0.01375,-1.0575,0.27375,-82.349562203,48.443037282
4,1,18,357,12/30/1899 10:06:44 AM,12/30/1899 12:00:35 AM,0,0,0.001336516,0.01375,-1.05875,0.275,-82.349562258,48.443037294
4,1,18,361,12/30/1899 10:06:44 AM,12/30/1899 12:00:36 AM,0,0,0.000551777,0.01375,-1.06,0.275,-82.349562470,48.443037317
4,1,18,362,12/30/1899 10:06:44 AM,12/30/1899 12:00:36 AM,0,0,0.001576296,0.015,-1.06125,0.27375,-82.349562537,48.443037320
4,1,18,367,12/30/1899 10:06:45 AM,12/30/1899 12:00:36 AM,0,0,0.001207107,0.01125,-1.055,0.26875,-82.349562908,48.443037290
4,1,18,368,12/30/1899 10:06:45 AM,12/30/1899 12:00:36 AM,0,0,0.000875000,0.01375,-1.0625,0.27125,-82.349563006,48.443037268
4,1,18,363,12/30/1899 10:06:45 AM,12/30/1899 12:00:36 AM,0,0,0.000676777,0.01375,-1.06125,0.2725,-82.349562626,48.443037302
4,1,18,366,12/30/1899 10:06:45 AM,12/30/1899 12:00:36 AM,0,0,0.001268283,0.015,-1.06125,0.27,-82.349562812,48.443037275
4,1,18,372,12/30/1899 10:06:45 AM,12/30/1899 12:00:37 AM,0,0,0.000625000,0.0125,-1.05625,0.275,-82.349563323,48.443037305
4,1,18,371,12/30/1899 10:06:45 AM,12/30/1899 12:00:37 AM,0,0,0.001213343,0.015,-1.0575,0.2725,-82.349563239,48.443037286
4,1,18,373,12/30/1899 10:06:46 AM,12/30/1899 12:00:37 AM,0,0,0.000375,0.015,-1.0625,0.275,-82.349563384,48.443037310
4,1,18,376,12/30/1899 10:06:46 AM,12/30/1899 12:00:37 AM,0,0,0.001195060,0.0175,-1.0575,0.2725,-82.349563485,48.443037414
4,1,18,377,12/30/1899 10:06:46 AM,12/30/1899 12:00:37 AM,0,0,0.000978553,0.02,-1.06125,0.27125,-82.349563546,48.443037470
4,1,18,378,12/30/1899 10:06:46 AM,12/30/1899 12:00:37 AM,0,0,0.000978553,0.0275,-1.055,0.2725,-82.349563629,48.443037511
4,1,18,382,12/30/1899 10:06:46 AM,12/30/1899 12:00:38 AM,0,0,0.001103553,0.02625,-1.06,0.2725,-82.349563841,48.443037757
4,1,18,381,12/30/1899 10:06:46 AM,12/30/1899 12:00:38 AM,0,0,0.000478553,0.02625,-1.04875,0.28,-82.349563772,48.443037688
4,1,18,387,12/30/1899 10:06:47 AM,12/30/1899 12:00:38 AM,0,0,0.0005,0.01375,-1.0625,0.26875,-82.349564164,48.443038162
4,1,18,388,12/30/1899 10:06:47 AM,12/30/1899 12:00:38 AM,0,0,0.001526345,0.015,-1.065,0.27,-82.349564258,48.443038266
4,1,18,386,12/30/1899 10:06:47 AM,12/30/1899 12:00:38 AM,0,0,0.000551777,0.01625,-1.0625,0.26375,-82.349564073,48.443038080
4,1,18,383,12/30/1899 10:06:47 AM,12/30/1899 12:00:38 AM,0,0,0.000978553,0.02625,-1.055,0.275,-82.349563909,48.443037830
4,1,18,391,12/30/1899 10:06:47 AM,12/30/1899 12:00:39 AM,0,0,0.000500000,0.01375,-1.05,0.27875,-82.349564449,48.443038528
4,1,18,392,12/30/1899 10:06:47 AM,12/30/1899 12:00:39 AM,0,0,0.000716506,0.0275,-1.0575,0.2725,-82.349564547,48.443038615
4,1,18,393,12/30/1899 10:06:48 AM,12/30/1899 12:00:39 AM,0,0,0.001496836,0.0325,-1.06125,0.2725,-82.349564646,48.443038721
4,1,18,396,12/30/1899 10:06:48 AM,12/30/1899 12:00:39 AM,0,0,0.000716506,0.03625,-1.05875,0.28,-82.349564815,48.443039078
4,1,18,394,12/30/1899 10:06:48 AM,12/30/1899 12:00:39 AM,0,0,0.00025,0.0375,-1.0575,0.275,-82.349564646,48.443038721
4,1,18,398,12/30/1899 10:06:48 AM,12/30/1899 12:00:39 AM,0,0,0.000801777,0.03875,-1.04625,0.29,-82.349564987,48.443039321
4,1,18,397,12/30/1899 10:06:48 AM,12/30/1899 12:00:39 AM,0,0,0.001133062,0.04875,-1.04625,0.28875,-82.349564911,48.443039199
4,1,18,402,12/30/1899 10:06:48 AM,12/30/1899 12:00:40 AM,0,0,0.001030330,0.02,-1.055,0.27,-82.349565071,48.443039796
4,1,18,401,12/30/1899 10:06:48 AM,12/30/1899 12:00:40 AM,0,0,0.000853553,0.02375,-1.05625,0.27625,-82.349565072,48.443039692
4,1,18,403,12/30/1899 10:06:49 AM,12/30/1899 12:00:40 AM,0,0,0.000301777,0.02375,-1.0625,0.28625,-82.349565060,48.443039896
4,1,18,408,12/30/1899 10:06:49 AM,12/30/1899 12:00:40 AM,0,0,0.000625,0.025,-1.04125,0.3125,-82.349565075,48.443040305
4,1,18,407,12/30/1899 10:06:49 AM,12/30/1899 12:00:40 AM,0,0,0.001211516,0.025,-1.0325,0.3175,-82.349565055,48.443040222
4,1,18,406,12/30/1899 10:06:49 AM,12/30/1899 12:00:40 AM,0,0,0.000978553,0.02875,-1.04875,0.31375,-82.349565038,48.443040155
4,1,18,412,12/30/1899 10:06:49 AM,12/30/1899 12:00:41 AM,0,0,0.00025,0.02625,-1.0375,0.3125,-82.349565107,48.443040653
4,1,18,411,12/30/1899 10:06:49 AM,12/30/1899 12:00:41 AM,0,0,0.001538392,0.03,-1.04875,0.31,-82.349565101,48.443040569
4,1,18,413,12/30/1899 10:06:50 AM,12/30/1899 12:00:41 AM,0,0,0.000625000,0.02625,-1.04375,0.3125,-82.349565111,48.443040759
4,1,18,418,12/30/1899 10:06:50 AM,12/30/1899 12:00:41 AM,0,0,0.000551777,0.035,-1.04875,0.30125,-82.349565041,48.443041270
4,1,18,417,12/30/1899 10:06:50 AM,12/30/1899 12:00:41 AM,0,0,0.000625000,0.0375,-1.0475,0.3,-82.349565068,48.443041158
4,1,18,416,12/30/1899 10:06:50 AM,12/30/1899 12:00:41 AM,0,0,0.000801777,0.0375,-1.04375,0.30375,-82.349565091,48.443041046
4,1,18,421,12/30/1899 10:06:50 AM,12/30/1899 12:00:42 AM,0,0,0.001320060,0.0325,-1.045,0.30625,-82.349564950,48.443041578
4,1,18,422,12/30/1899 10:06:50 AM,12/30/1899 12:00:42 AM,0,0,0.00075,0.03625,-1.05,0.3025,-82.349564914,48.443041693
4,1,18,426,12/30/1899 10:06:51 AM,12/30/1899 12:00:42 AM,0,0,0.001228553,0.0325,-1.05,0.295,-82.349564891,48.443042189
4,1,18,424,12/30/1899 10:06:51 AM,12/30/1899 12:00:42 AM,0,0,0.001070060,0.0325,-1.04875,0.2975,-82.349564898,48.443041809
4,1,18,427,12/30/1899 10:06:51 AM,12/30/1899 12:00:42 AM,0,0,0.001000000,0.03625,-1.05375,0.29625,-82.349564889,48.443042314
4,1,18,423,12/30/1899 10:06:51 AM,12/30/1899 12:00:42 AM,0,0,0.000676777,0.03625,-1.04625,0.3,-82.349564898,48.443041809
4,1,18,428,12/30/1899 10:06:51 AM,12/30/1899 12:00:42 AM,0,0,0.000500000,0.04125,-1.0525,0.3,-82.349564909,48.443042418
4,1,18,431,12/30/1899 10:06:51 AM,12/30/1899 12:00:43 AM,0,0,0.000250000,0.025,-1.05125,0.2875,-82.349565017,48.443042739
4,1,18,432,12/30/1899 10:06:51 AM,12/30/1899 12:00:43 AM,0,0,0.000676777,0.02875,-1.05125,0.285,-82.349565054,48.443042835
4,1,18,436,12/30/1899 10:06:52 AM,12/30/1899 12:00:43 AM,0,0,0.000768283,0.02875,-1.0575,0.27625,-82.349565186,48.443043193
4,1,18,437,12/30/1899 10:06:52 AM,12/30/1899 12:00:43 AM,0,0,0.001109789,0.02875,-1.055,0.2825,-82.349565203,48.443043281
4,1,18,433,12/30/1899 10:06:52 AM,12/30/1899 12:00:43 AM,0,0,0.001143283,0.03,-1.0575,0.27125,-82.349565114,48.443042928
4,1,18,438,12/30/1899 10:06:52 AM,12/30/1899 12:00:43 AM,0,0,0.001258062,0.03,-1.0525,0.29125,-82.349565214,48.443043387
4,1,18,441,12/30/1899 10:06:52 AM,12/30/1899 12:00:44 AM,0,0,0.000250000,0.025,-1.04125,0.3,-82.349565217,48.443043673
4,1,18,442,12/30/1899 10:06:52 AM,12/30/1899 12:00:44 AM,0,0,0.001286566,0.0275,-1.05375,0.29625,-82.349565219,48.443043765
4,1,18,444,12/30/1899 10:06:53 AM,12/30/1899 12:00:44 AM,0,0,0.000375,0.025,-1.05,0.29125,-82.349565199,48.443043854
4,1,18,443,12/30/1899 10:06:53 AM,12/30/1899 12:00:44 AM,0,0,0.000905330,0.025,-1.0475,0.30125,-82.349565199,48.443043854
4,1,18,448,12/30/1899 10:06:53 AM,12/30/1899 12:00:44 AM,0,0,0.000750000,0.02625,-1.05625,0.28375,-82.349565019,48.443044226
4,1,18,446,12/30/1899 10:06:53 AM,12/30/1899 12:00:44 AM,0,0,0.000676777,0.03,-1.05125,0.28875,-82.349565095,48.443044069
4,1,18,447,12/30/1899 10:06:53 AM,12/30/1899 12:00:44 AM,0,0,0.001376246,0.03125,-1.0525,0.2875,-82.349565058,48.443044148
4,1,18,452,12/30/1899 10:06:53 AM,12/30/1899 12:00:45 AM,0,0,0.000956285,0.025,-1.055,0.2825,-82.349565025,48.443044475
4,1,18,451,12/30/1899 10:06:53 AM,12/30/1899 12:00:45 AM,0,0,0.001133883,0.03125,-1.05875,0.2775,-82.349565010,48.443044420
4,1,18,457,12/30/1899 10:06:54 AM,12/30/1899 12:00:45 AM,0,0,0.000551777,0.02625,-1.04875,0.29,-82.349565211,48.443044749
4,1,18,456,12/30/1899 10:06:54 AM,12/30/1899 12:00:45 AM,0,0,0.001051777,0.0275,-1.04375,0.29875,-82.349565154,48.443044699
4,1,18,453,12/30/1899 10:06:54 AM,12/30/1899 12:00:45 AM,0,0,0.000853553,0.03125,-1.06,0.28625,-82.349565047,48.443044548
4,1,18,458,12/30/1899 10:06:54 AM,12/30/1899 12:00:45 AM,0,0,0.000978553,0.0325,-1.05125,0.2825,-82.349565253,48.443044795
4,1,18,461,12/30/1899 10:06:54 AM,12/30/1899 12:00:46 AM,0,0,0.000500000,0.025,-1.0525,0.28875,-82.349565392,48.443044954
4,1,18,462,12/30/1899 10:06:54 AM,12/30/1899 12:00:46 AM,0,0,0.000603553,0.03,-1.05125,0.2875,-82.349565477,48.443045001
4,1,18,466,12/30/1899 10:06:55 AM,12/30/1899 12:00:46 AM,0,0,0.001297792,0.03,-1.05375,0.28375,-82.349565776,48.443045180
4,1,18,463,12/30/1899 10:06:55 AM,12/30/1899 12:00:46 AM,0,0,0.000625,0.03125,-1.05,0.2875,-82.349565567,48.443045048
4,1,18,467,12/30/1899 10:06:55 AM,12/30/1899 12:00:46 AM,0,0,0.002350720,0.05125,-1.08375,0.25875,-82.349565854,48.443045202
4,1,18,468,12/30/1899 10:06:55 AM,12/30/1899 12:00:46 AM,0,0,0.002207956,0.06625,-1.00875,0.27125,-82.349565890,48.443045159
4,1,18,471,12/30/1899 10:06:55 AM,12/30/1899 12:00:47 AM,0,0,0.002331710,-0.0475,-1.04375,0.27125,-82.349565904,48.443044688
4,1,18,481,12/30/1899 10:06:56 AM,12/30/1899 12:00:48 AM,0,0,0.003647519,0.06625,-1.045,0.26375,-82.349565502,48.443043095
4,1,18,482,12/30/1899 10:06:56 AM,12/30/1899 12:00:48 AM,0,0,0.002927093,0.08,-1.09,0.2475,-82.349565126,48.443043068
4,1,18,483,12/30/1899 10:06:57 AM,12/30/1899 12:00:48 AM,0,0,0.002905838,0.04875,-1.0375,0.24125,-82.349564559,48.443043050
4,1,18,492,12/30/1899 10:06:57 AM,12/30/1899 12:00:49 AM,2.54722426,0,0.029411098,0.875,-1.83125,1.01875,-82.349550818,48.443041266
4,1,18,496,12/30/1899 10:06:58 AM,12/30/1899 12:00:49 AM,3.15000252,0,0.040051785,-0.28375,-0.41375,-0.18625,-82.349538722,48.443040310
4,1,18,497,12/30/1899 10:06:58 AM,12/30/1899 12:00:49 AM,3.81111416,0,0.047392043,-0.1025,-0.85375,0.71125,-82.349534481,48.443039982
4,1,18,507,12/30/1899 10:06:59 AM,12/30/1899 12:00:50 AM,4.66944818,0,0.125993335,-0.0425,-0.08875,0.07,-82.349491484,48.443034484
4,1,18,508,12/30/1899 10:06:59 AM,12/30/1899 12:00:50 AM,5.35000428,0,0.123339506,0.72,-1.9,1.36375,-82.349485729,48.443033417
4,1,18,543,12/30/1899 10:07:02 AM,12/30/1899 12:00:54 AM,1.46111228,0,0.055094377,0.06875,-0.935,0.29,-82.349373072,48.443015109
4,1,18,544,12/30/1899 10:07:03 AM,12/30/1899 12:00:54 AM,1.46111228,0,0.054536401,-0.0025,-1.54875,0.67375,-82.349373072,48.443015109
4,1,18,556,12/30/1899 10:07:04 AM,12/30/1899 12:00:55 AM,0,0,0.004988794,0.04125,-1.2775,0.2775,-82.349368885,48.443016511
4,1,18,577,12/30/1899 10:07:06 AM,12/30/1899 12:00:57 AM,1.23333432,0,0.003559041,0.13375,-0.81875,0.12125,-82.349386117,48.443015872
4,1,18,767,12/30/1899 10:07:25 AM,12/30/1899 12:01:16 AM,0,0,0.002331129,0.11625,-1.1,0.16,-82.349549018,48.443027567
4,1,18,768,12/30/1899 10:07:25 AM,12/30/1899 12:01:16 AM,0,0,0.001691075,0.1575,-1.11625,0.1875,-82.349548778,48.443027451
4,1,18,773,12/30/1899 10:07:25 AM,12/30/1899 12:01:17 AM,0,0,0.004883395,0.02625,-0.94375,0.35875,-82.349547733,48.443027509
4,1,18,772,12/30/1899 10:07:25 AM,12/30/1899 12:01:17 AM,0,0,0.001387471,0.03875,-0.9675,0.37125,-82.349547979,48.443027429
4,1,18,771,12/30/1899 10:07:25 AM,12/30/1899 12:01:17 AM,0,0,0.004095854,0.04375,-0.9875,0.33375,-82.349548224,48.443027389
4,1,18,776,12/30/1899 10:07:26 AM,12/30/1899 12:01:17 AM,0,0,0.002055273,-0.06625,-0.99375,0.4075,-82.349547214,48.443027819
4,1,18,777,12/30/1899 10:07:26 AM,12/30/1899 12:01:17 AM,0,0,0.002223166,-0.0125,-0.9725,0.47,-82.349547035,48.443027952
4,1,18,774,12/30/1899 10:07:26 AM,12/30/1899 12:01:17 AM,0,0,0.005582731,-0.005,-1.08125,0.40625,-82.349547733,48.443027509
4,1,18,778,12/30/1899 10:07:26 AM,12/30/1899 12:01:17 AM,0,0,0.003261326,0.00125,-0.94375,0.4875,-82.349546906,48.443028091
4,1,18,781,12/30/1899 10:07:26 AM,12/30/1899 12:01:18 AM,0,0,0.002234588,-0.01375,-0.99625,0.4125,-82.349546828,48.443028381
4,1,18,782,12/30/1899 10:07:26 AM,12/30/1899 12:01:18 AM,0,0,0.002926039,0.08625,-1.02375,0.40375,-82.349546802,48.443028434
4,1,18,783,12/30/1899 10:07:26 AM,12/30/1899 12:01:18 AM,0,0,0.002504318,0.11125,-1,0.415,-82.349546789,48.443028499
4,1,18,788,12/30/1899 10:07:27 AM,12/30/1899 12:01:18 AM,0,0,0.002057432,0.02625,-1.03375,0.335,-82.349546460,48.443028372
4,1,18,786,12/30/1899 10:07:27 AM,12/30/1899 12:01:18 AM,0,0,0.002383335,0.04625,-0.97875,0.39125,-82.349546720,48.443028496
4,1,18,784,12/30/1899 10:07:27 AM,12/30/1899 12:01:18 AM,0,0,0.002053447,0.0625,-1.01625,0.4225,-82.349546789,48.443028499
4,1,18,787,12/30/1899 10:07:27 AM,12/30/1899 12:01:18 AM,0,0,0.002167019,0.06375,-1.07625,0.3075,-82.349546626,48.443028441
4,1,18,831,12/30/1899 10:07:31 AM,12/30/1899 12:01:23 AM,3.10833582,0,0.021295765,-0.14625,-0.18125,-0.0675,-82.349413058,48.443003459
4,1,18,837,12/30/1899 10:07:32 AM,12/30/1899 12:01:23 AM,2.30833518,0,0.047095510,-0.0375,-0.3275,0.32625,-82.349398581,48.443001992
4,1,18,843,12/30/1899 10:07:32 AM,12/30/1899 12:01:24 AM,1.36944554,0,0.007803544,0.095,-0.5425,0.15875,-82.349390936,48.443002192
4,1,18,844,12/30/1899 10:07:33 AM,12/30/1899 12:01:24 AM,1.36944554,0,0.010563406,0.04,-0.9025,0.2025,-82.349390936,48.443002192
4,1,18,878,12/30/1899 10:07:36 AM,12/30/1899 12:01:27 AM,1.35277886,0,0.010390770,0.02875,-1.33875,0.47,-82.349413069,48.443016008
4,1,18,888,12/30/1899 10:07:37 AM,12/30/1899 12:01:28 AM,1.28611214,0,0.010449443,-0.04125,-1.2975,0.54625,-82.349423536,48.443019048
4,1,18,1018,12/30/1899 10:07:50 AM,12/30/1899 12:01:41 AM,0,0,0.001954602,0.0525,-1.045,0.26375,-82.349548774,48.443021002
4,1,18,1017,12/30/1899 10:07:50 AM,12/30/1899 12:01:41 AM,0,0,0.001779168,0.055,-1.0775,0.25,-82.349548607,48.443021112
4,1,18,1016,12/30/1899 10:07:50 AM,12/30/1899 12:01:41 AM,0,0,0.001371836,0.0975,-1.0325,0.22375,-82.349548424,48.443021209
4,1,18,1022,12/30/1899 10:07:50 AM,12/30/1899 12:01:42 AM,0,0,0.001839544,0.1075,-1.08,0.25875,-82.349548783,48.443020440
4,1,18,1021,12/30/1899 10:07:50 AM,12/30/1899 12:01:42 AM,0,0,0.001070060,0.11125,-1.03,0.2675,-82.349548819,48.443020590
4,1,18,1023,12/30/1899 10:07:50 AM,12/30/1899 12:01:42 AM,0,0,0.001211516,0.12875,-1.07,0.2825,-82.349548721,48.443020308
4,1,18,1028,12/30/1899 10:07:51 AM,12/30/1899 12:01:42 AM,0,0,0.001547792,0.095,-1.04125,0.27875,-82.349547863,48.443019982
4,1,18,1027,12/30/1899 10:07:51 AM,12/30/1899 12:01:42 AM,0,0,0.001917801,0.1025,-1.06,0.26625,-82.349548181,48.443020018
4,1,18,1024,12/30/1899 10:07:51 AM,12/30/1899 12:01:42 AM,0,0,0.000945060,0.11125,-1.0425,0.2625,-82.349548721,48.443020308
4,1,18,1026,12/30/1899 10:07:51 AM,12/30/1899 12:01:42 AM,0,0,0.001547792,0.1225,-1.08625,0.25,-82.349548396,48.443020046
4,1,18,1042,12/30/1899 10:07:52 AM,12/30/1899 12:01:44 AM,2.85000228,0,0.046274851,0.23625,-1.04625,0.78125,-82.349529003,48.443016832
